,Geol,Dol_den,Lin_order1,Lin_order2,RTP,BGA,eK,eU,eTh,ZR,BA,RB,NB,CE,TH,U,TREE,MGO,CAO,K2O,SIO2,Label
0,2.0,21.75345802307129,8944.2724609375,4000.0,195.0,175.0,2.466002941131592,2.00549578666687,8.283116340637207,400.0213623046875,710.8928833007812,97.68108367919922,10.12374496459961,70.45997619628906,12.168718338012695,3.2385058403015137,191.47633361816406,0.9219277501106262,2.2029869556427,2.9704766273498535,62.07695388793945,1
1,5.0,0.0,4000.0,2000.0,191.0,63.0,1.0871927738189697,1.4568235874176025,8.47514533996582,460.1619567871094,348.0819091796875,71.4170150756836,11.927011489868164,56.71271514892578,12.354336738586426,1.9079471826553345,154.6534881591797,1.802947998046875,4.218360900878906,1.2048507928848267,65.34928131103516,1
2,5.0,0.0,7211.1025390625,2000.0,167.0,211.0,3.6386823654174805,5.112419128417969,40.42093276977539,1455.6337890625,696.491455078125,120.78128051757812,13.259982109069824,107.26509857177734,41.840858459472656,4.4005446434021,297.3291320800781,2.0891053676605225,1.2288955450057983,0.9255332350730896,62.100337982177734,1
3,5.0,69.86516571044922,12649.1103515625,0.0,227.0,143.0,1.781461477279663,3.564140796661377,18.578960418701172,633.5968017578125,555.1822509765625,144.42237854003906,18.21590805053711,69.82306671142578,59.920433044433594,7.38103723526001,190.45745849609375,1.202825903892517,2.2505035400390625,3.1308650970458984,65.81596374511719,1
4,2.0,0.0,8246.2109375,5656.85400390625,251.0,243.0,1.675959587097168,1.13835608959198,8.440858840942383,424.0764465332031,478.4584655761719,60.3448371887207,6.959619522094727,51.53596878051758,8.711567878723145,2.0626542568206787,154.5865936279297,2.169107437133789,5.281833648681641,1.348414421081543,58.05455780029297,1
5,2.0,0.0,6324.55517578125,4000.0,251.0,247.0,0.8150408864021301,2.037642478942871,13.632413864135742,423.04241943359375,557.71826171875,63.754051208496094,7.4049530029296875,76.25514221191406,9.124567031860352,2.2704758644104004,235.99867248535156,1.9253764152526855,4.619058132171631,1.8320366144180298,58.24946594238281,1
6,2.0,11.989436149597168,8944.2724609375,6324.55517578125,31.0,251.0,1.9594099521636963,2.2489242553710938,14.041343688964844,335.7398681640625,413.9104919433594,55.4153938293457,10.593098640441895,54.372779846191406,8.371909141540527,2.1326661109924316,160.88400268554688,2.3701729774475098,7.352949619293213,1.3504323959350586,55.802433013916016,1
7,2.0,0.0,7211.1025390625,4472.13623046875,255.0,251.0,1.4959872961044312,1.9998716115951538,11.801403999328613,390.31787109375,576.3986206054688,58.988128662109375,5.759882926940918,52.94214630126953,8.69249439239502,1.9770140647888184,161.57077026367188,2.2289602756500244,6.202730655670166,1.3361767530441284,55.1651496887207,1
8,7.0,16.539339065551758,8246.2109375,6000.0,31.0,251.0,3.055638551712036,1.5426077842712402,8.45556354522705,345.475830078125,443.4193115234375,43.91782760620117,11.484009742736816,61.36834716796875,6.9555745124816895,2.5493946075439453,176.04116821289062,2.177274465560913,6.297139644622803,1.400699257850647,56.42810821533203,1
9,2.0,0.0,10000.0,6000.0,31.0,239.0,2.074918508529663,1.515264630317688,9.704656600952148,362.06097412109375,417.1956481933594,59.038516998291016,10.139018058776855,50.868900299072266,8.972780227661133,2.1631126403808594,149.76951599121094,2.3028712272644043,6.373937606811523,1.3952754735946655,57.160545349121094,1
10,5.0,0.0,2828.427001953125,2828.427001953125,207.0,47.0,3.2716121673583984,4.035922527313232,27.729158401489258,663.5278930664062,426.9736633300781,151.74256896972656,20.773521423339844,64.08600616455078,22.173702239990234,3.4979097843170166,174.65338134765625,0.9266217947006226,2.285954713821411,3.2874093055725098,67.05136108398438,1
11,5.0,0.0,2828.427001953125,2828.427001953125,207.0,47.0,3.2716121673583984,4.035922527313232,27.729158401489258,663.5278930664062,426.9736633300781,151.74256896972656,20.773521423339844,64.08600616455078,22.173702239990234,3.4979097843170166,174.65338134765625,0.9266217947006226,2.285954713821411,3.2874093055725098,67.05136108398438,1
12,5.0,56.40435028076172,10000.0,0.0,199.0,175.0,3.331942319869995,5.610635757446289,42.1986198425293,638.0982666015625,477.76898193359375,139.34889221191406,17.42413330078125,63.422916412353516,68.05955505371094,6.796930313110352,176.69741821289062,1.0955636501312256,2.254070520401001,3.2362711429595947,67.27600860595703,1
13,6.0,13.676473617553711,4472.13623046875,6324.55517578125,191.0,219.0,3.4749386310577393,3.8630449771881104,34.07902908325195,711.1698608398438,664.3546142578125,119.3560562133789,9.503918647766113,77.55216979980469,23.342805862426758,2.5726540088653564,216.08424377441406,1.1064091920852661,2.339172601699829,3.473223924636841,63.507022857666016,1
14,6.0,8.59134578704834,2828.427001953125,8246.2109375,175.0,223.0,2.9019975662231445,4.141700744628906,33.10969924926758,618.6808471679688,662.7156982421875,114.21478271484375,7.6969709396362305,75.97810363769531,22.188486099243164,2.250413179397583,208.0333251953125,1.0831934213638306,2.4193999767303467,3.420785665512085,63.012752532958984,1
